asin,rating,title,text,date
B001RVFDOO,3,"Not bad, but not impressive! .8 oz equals about 15 chips.","Bought these based on the glowing reviews (4 1/2 Stars), and the fact that they were heavily discounted from the regular price. First of all .8 oz. per bag equals about 15 or 16 chips per bag, which is not many. While this may be fine for those who are trying to cut back on calories, fat or sodium, the fact is that .8 of an ounce is not much, and that might tempt people to eat more than one bag at a time.  Due to the discounted price each bag was around $.55 each, not to bad until you figure that equals $10 per pound. At the regular price its about $16 per pound. As far as the taste, all of the flavors were good, none that I absolutely disliked, but none that really rocked my socks either. Bottom line, at the discounted price I paid I was not disappointed, but if I had paid the regular price for these I would have felt cheated.",5/3/10
B001RVFDOO,5,Yummm!,"It felt weird ordering 24 bags of chips off the internet that I had never even tried before, but I am SO GLAD I DID. They are delicious! I've tried 4 flavors so far & have loved each one. These are a win. :)",4/4/11
B001RVFDOO,3,Not bad But not great,I actually purchased these. I myself find that they taste just like those like rice crisp with salt and flavoring. From the reviews I thought they was more like munchos. They are not. BBq to salty but if you like a little twang its ok. according to the family. Plain is horrible. Salt and vinegar was the best overall. My family gave it 3 stars i will stick to kettle chips-,5/29/10
B001RVFDOO,5,pop chips rock,We have these suto delivered.  They are a great healthy sub for potato chips and the snack bags are a perfect size.  Great crunch and we enjoy all the flavors.,10/15/12
B001RVFDOO,5,I love these chips!,These are my favorite chips! The BBQ and Salt & Pepper are the best!<br /><br />The texture of these things ROCK!<br /><br />All nicely packaged.<br /><br />Gluten free if you care. I don't but some have commented on that.,10/14/12
B001RVFDOO,5,Great Snack,These chips are tasty and low in calorie.  If you are gluten free they are a great option as a to-go snack.  We love them.,10/11/12
B001RVFDOO,5,Yum!,The product arrived quickly. All bags and chips were in place...and safe ;-D These chips are delicious and only four WW points!,10/10/12
B001RVFDOO,3,taste is perfect....,"I like to take my lunch to work and this is perfect to give me just enough chips that I can munch on with my lunch. I love the flavors and the packaging is perfect. Worth the buy!  The price is right, the flavors are just what they want, portion size is good thus it's a win, win situation for me and them.",10/4/12
B001RVFDOO,4,Good Snack Choice,"Overall the chips were very tastey. My pickey daughter even liked then so that is a real plus for me. Some flavors were better but all did meet my expectations. Try it and see for yourelf, Enjoy.",10/2/12
B001RVFDOO,5,Delicious and healthy chips!,"This chips are really good and it's fun getting the variety pack.  Now, are they as good as ""regular"" chips?  Probably not, but they're also not nearly as fattening and bad for you as regular chips.  Given that these are a healthier version if you want chips, I would highly recommend them!",10/1/12
B001RVFDOO,5,Popchips!,"I ordered this case of chips as a deal with some vita coco and it was a stellar deal. This size bag is perfect for snacking. The assortment of chips is great, there's something in there for everyone.",9/30/12
B001RVFDOO,4,pop chips,Love pop chips! The assortment package was a great find but would liked to be able to choose the flavor varieties I  wanted. Did not care for the sea salt and vinegar flavor but all the rest were great!,9/30/12
B001RVFDOO,3,popchips,"I really like the pop chips, but I do not like all the flavors. The only ones I like are the originals.  The rest of these flavors were really not good.  At least not in my family.  I gave them away to a senior center and most of the seniors didnt like them.  Sorry but it is a matter of taste and most things should stick to the originals, they are the best.<br /><br />This snack (originals) fits into my daily ww program for allot less money then snacks made for the programs specifically.<br /><br />I will continue to buy the originals and leave the others to others.",9/30/12
B001RVFDOO,5,Popchips! My new favorite snack,"Delicious, light and full of flavor. It's difficult to decide what my favorite flavor is, but BBQ is amazing! I was impressed with the packaging, but I can't imagine it is too cost efficient or eco-friendly. That is my only complaint. Great product and guilt-free snacking.",9/18/12
B001RVFDOO,5,Great Chips,"Love these popchips.  They are all great.  Do not care for the salt & pepper flavors.  I wish manufacturer would come up with a variety pack that didn't include that flavor as that flavor is just wasted with each purchase I make (and I've made alot!).  The BBQ, Original, Salt & Vinegar and Sour cream & onion chips are superb!",9/16/12
B001RVFDOO,5,"Low Calorie, Tasty Snack!","I love Popchips. They may take some time getting used to if you're used to the oiliness of potato chips, but they're only 100 calories per bag. Buying a 24 pack saves you money per bag, but you're sooo tempted to eat them with so many bags around!",9/14/12
B001RVFDOO,3,"healthy, texture good, flavor strange","Good texture: they are crunchy and not sharp (will not cut mouth)<br /><br />Flavor: They do not taste like potato chips. If I had not just opened the bag I would suspect they were stale. But no this is how they taste. Many others have remarked about the odd flavor as well.<br /><br />Healthy: good for dieting I suppose, low oil, and low salt<br /><br />I will not be buying these again.",9/13/12
B001RVFDOO,5,"Great Taste, Crunchy","I'm very picky when it comes to chips. I've gone through so many, but this one really hits the spot. It has just the right amount of crunch, with just the right amount of flavor. It's also great to know that you're not eating something that's bad for you. With 100 calories a pack, it's definitely the ideal snack!",9/8/12
B001RVFDOO,4,YUM,"I loved this product, and it was better than what I thought it was going to be. My favorite was teh salt and vinger flavor (yum yum) but I hated the cheddar, and salt & pepper ones.",9/8/12
B001RVFDOO,4,love em! so does my big fat belly,"I am not going to lie. I will give you the strait dope. These things are like crack.<br /><br />I will polish off about 4-5 pages of these EASILY in a day (hence the freshman 50! that I have gained!) lol.<br /><br />If you love these, I suggest balancing them out with some kind of carb blocker.",8/18/12
B001RVFDOO,5,"New favorite munchies, found!","+Really really tasty<br />+Much healthier than almost every other potato chip<br />+A variety of flavors, consider this a huge sampler<br /><br />-Sea Salt & Vinegar is crazy sour. Personally, I think they overdid it on the vinegar.<br />-It's hard to stop at one serving, but I take this as a sign of a good snack :P",8/13/12
B001RVFDOO,5,Treat of the Day,"My subscription of popchips arrived on time and not damaged.  I love the fact that I receive a great variety of chips which are healthier and at the same time very tasty and satisfying. The way the chips are packed for shipping is perfect! Having a subscription is the way to go and of course the price is so right!!!<br /><br />Thank you,",8/13/12
B001RVFDOO,5,Yummy!!!,"These were awesome!! They have a great crunchy texture and flavor and are very filling. I bought the variety pack to try all the flavors. Didn't care for the salt and pepper, but loved the rest. Will definitely buy more!",8/9/12
B001RVFDOO,5,Pop Chips = Great!!,It is so wonderful to eat Pop Chips.  I am a loyal fan and will continue.  Tasty AND Healthy.<br /><br />/the flavors are good too and pleasing to everyone with their various choices.,7/31/12
B001RVFDOO,5,if you love them... you love them... popchips,what can I say... if you've had popchips in the past and love them... then no better place to pick them up... I love these chips and have bought them without an issue from Amazon.<br /><br />Thanks,6/24/12
B001RVFDOO,4,Not bad,"I won them off a penny auction site. My 2 year old likes them plenty. I don't think there is any potato flavor, they taste more like ricecakes to me, but are ok. The salt and vinegar is strong holy cow!!",5/31/12
B001RVFDOO,1,"poor,poor packaging","These chips arrived in terrible condition. The box they were sent in was a display box with all the usual perforations on the box for display. Why someone would send a box like that in the mail and not have put it in another real box is beyond me. The box we received was heavily taped to keep it together since the box came open on the display perforations and looked like someone had driven over the box as well, which gives you an idea of the shape of the box. The chip bags inside were pretty flat, there were no chips, but plenty of crumbs for any use you would need crumbs for. This is how many of the packages looked, flat. There were a few with edible chips, but not many. Not sure what to think of shipping chips in this type of a box, common sense should have been used??",5/31/12
B001RVFDOO,3,partially good,Next time I will order only the original flavor.  The other flavors did not suit me.  Too much of an aftertaste.,5/28/12
B001RVFDOO,4,"Love these, good variety pack","I do love PopChips. They work well with weight watchers, taste great and the crunch can't be beat. This pack has many flavors, with the salt and vinegar being my favorite, my husband loves the salt and pepper and my kids like original and cheddar.<br /><br />The one I miss is Sweet Potato. It is by far my favorite of the whole lot of flavors, but aren't included in this variety pack.",5/15/12
B001RVFDOO,5,Popchips Does It for Me,"I was looking for a quality, low points (Weight Watchers (WW)), crunchy, salty snack.  I cannot stay on a diet if I feel deprived. WW's website had a coupon for these pricey chips.  Never had a ""popped"" chip before, so I gave it a whirl.<br /><br />Wow, the best crunch and flavor of all reduced-calorie chips I have ever tried.  Better than other brands' popped chips I have tried since.  I need portion control help and these little bags for 3 points do it for me.  The variety pack helps to break up any monotony.  My favorite flavor is the BBQ.  I am not a vinegar kinda guy.  The Salt and Vinegar flavor tastes like feet to me.  Love the rest of the flavors.  I love salt, so the saltiness is just right for me.  Thank goodness my blood pressure is not an issue.  I need these snackies.<br /><br />Lost 30 pounds so far in 3 months eating these.  Will probably buy them by the case in the Amazon auto order system to save on shipping.  I guess I plan on being a life-long fan. ...until something better comes along.",4/30/12
B001RVFDOO,5,Snack of the hour!,"These are such a treat when you are craving that salty, crunchy snack. And the multi-box where you get a variety of flavors is perfect. Share it with son so they don't get stale but not much chance of that.  One of my ""3 Points plus"" Weight Watchers Snacks that I don't run out of!",4/24/12
B001RVFDOO,2,My kids only liked one flavor!,"The only flavor we could stand was the barbecue (which was the reason we purchased them in the first place)!  I had to give the others away!!!  I won't be buying this again for lunches although the size/packaging was great.  I just wish the other flavors tasted better (plain, salt, pepper, etc., weren't really kid-friendly).",4/21/12
B001RVFDOO,5,Pop Chips...Yummy!,"Got these at a fraction of the price that they charge at the grocery store. This was a great buy. Thanks, Amazon!",4/15/12
B001RVFDOO,3,"Taste alright, but normal chips are better","These taste alright, but they are health food by no means. At least regular potato chips are just greasy potato slices. This products is made of processed potato by-product and is natural by no means. The calorie savings isn't even significant enough to give up the better taste of potato chips. Also keep in mind that the healthiest part of a potato chip is the oil (if eaten in moderation) because of the healthy dose of balanced fats. In my opinion if you want a healthy chip eat sun chips or a cracker like triscuits. If you want a potato chip eat a real potato chip. If you feel these taste better than the above, then by all means enjoy, but don't be tricked into believing these are healthy at all.<br />Overall 4 stars for taste and 2 stars for the marketing scam that they are.",4/15/12
B001RVFDOO,5,Love it! so tasty!,I have subscribed these chips. They are so tasty. Not dry or oily. Cannot put it down once open a bag and have to have two bags in a row.,4/15/12
B001RVFDOO,5,Pop Delicious,"I love these chips. They are so delicious, it is so hard to eat just one bag. All the flavors allow you to taste them all.  My favorite flavor is the cheese ones. Go ahead and try them.  They are so delicious.",4/9/12
B001RVFDOO,3,Like slightly charred popcorn,"I purchased these because I was hoping for a healthy alternative to chips. Well, they're fairly healthy: absolutely no oily residue on the hands and very light and airy. However, I just couldn't get over the taste, which I can only liken to slightly burnt popcorn. If that undercurrent of ""burnt"" flavor wasn't there, these might have been more palatable, but my taste buds kept zeroing in on that one aspect. Also, the seasonings weren't consistently strong. Cheddar was o.k. Bbq was probably the closest match to regular potato chips...the flavor was straight from a bag of Lays. However, I was very disappointed with the Sour Cream and Onion which was just too light in flavor and the Vinegar and Salt which didn't have as strong a tang as I would have liked.<br /><br />Overall, I would recommend these to someone who wanted to eat healthy and didn't mind a watered down version of a fried chip. However, I just couldn't stomach them. I gave away the unopened bags to coworkers (none of which were impressed either but they're not on diets...lucky dogs). For now, I'll stick with my baked goldfish and bunny crackers.",4/7/12
B001RVFDOO,5,Yummie!,"I found these chips originally at a local market.  However, I have been unable to find them since.  WHEW!  what a relief when I was able to locate them.  These chips have so much flavor, they're not greasy and they are crunchy.  I am a chip-a-holic and these are by far the best chips I have ever eaten.",4/2/12
B001RVFDOO,5,Delicious!,"These chips are great. Delicious and are healthier than your regular deli store chips. I have first purchased these from a supermarket and found them delicious. I found amazon to have them cheaper, and ordered from them as they had more variety of flavor. All the flavors were to my liking. The only con about this is that THEY ARE ADDICTING!!!. You are warned! I purchased these through Amazon.",4/1/12
B001RVFDOO,5,Very good!!,"these are the best chips ever. I will buy them again, wish more stores had them.The plain chips are my fav.",3/30/12
B001RVFDOO,2,overrated,"These chips taste so dry and gross, I would rather eat carrots or something than these. They just didn't satisfy the salty craving and weren't worth the calories.",3/23/12
B001RVFDOO,5,Not for everyone.. but I love it!,"I'm sort of a health nut who has weened myself off highly-palatable junk food. Junk food is delicious but it ain't good for you. Conversely, healthy food has a bad rep for being disgusting but I honestly think that it's just something that requires training and acclimatization.<br /><br />I really like PopChips. They don't taste absolutely amazing to be honest but if you're someone who is trying to kick junk food out of your diet, this is a good way to fulfill a craving without succumbing to unhealthier junk foods. Each bag is only 100 calories, which is very helpful for portion control.<br /><br />For me, the taste is great. It's not amazing but it isn't awful. Sure there are better tasting chips out there but how much more unhealthier are they?<br /><br />I've tried small bags of PopChips from the vending machine (which I recommend doing before you buy a case). I haven't tried all over the flavors until I bought the case and I was a little disappointed with half of the flavors in the box. Fortunately, my boyfriend and I disagree on what tastes good so he likes the flavors I don't like and vice versa. It works out great for us and probably will work out great for family situations and parties where people usually don't have the tastes. However, if you plan on consuming these bags on your own over time I can almost guarantee that there will be a couple flavors that you won't like and it might just be worth it if you just buy a couple bags of flavors you do like.<br /><br />If you're not accustomed to the taste of 'healthy' food, you might not enjoy these at first. Either way, pop chips are worth a try. Probably not by the case though. i recommend trying out a few flavors if you can find a small bag at the shop or vending machine before you buy a big box of them.",3/18/12
B001RVFDOO,4,Most flavors are very good,"I bought these to try them out and for the most part it was a success. There are 6 different flavors of chips. 5 of them were really good. The last one though was not. The salt and vinegar ones were very vinegary and it was too bitter for our tastes. Maybe some people like it but not us. All in all though, they were mostly very good in both taste and caloric content.<br />I would definitely buy a box with the flavors that I wanted.",3/18/12
B001RVFDOO,4,Great idea,"This practically falls under the category of healthy snack - well, almost.  Single serving bags mean you won't be overeating and the fact that these aren't in anyway greasy because of the way they are made is a huge plus.  Nice crisp crunch.  The bags are filled with air, which for the most part do a good job of keeping the chips whole.  On the case that I got, though, two bags containted nothing but broken bits.  Of the rest most only had a couple of broken chips - some no broken ones at all.  I also noticed that you don't find nearly as much coating from flavoring on your fingers as I've experienced when eating other chips.<br /><br />Purchasing it by the case to try out all of the flavors is a good idea and a decent value.  Some of the flavors are incredibly strong, to the point that I don't like them, so I won't be ordering this mixed case again.  Salt and Pepper just tasted like pepper, making this a very hot tasting chip.  The Seasalt and Vinegar is really strong on the Vinegar, which is a taste I don't enjoy.  I love BBQ flavored chips, but again, this was kind of strong.  I probably wouldn't purchase the BBQ ones in the future, but wouldn't say no if someone offered them to me.  The Original is really bland compared to these others, but not bad.<br /><br />The ones I liked the most were the Sour Cream & Onion and the Cheddar, both with milder flavors.<br /><br />I'd give this 5 stars if I liked all of the flavors.  Definitely high marks for the type of chip and the size of the serving and the fact that you can try all of the flavors in one order.",3/10/12
B001RVFDOO,5,"Healthy and Good, What?!?!","Yes people, these things are healthier than the average chip and not only have flavor, but they taste good! I am not a big health food person, I'll take the grease if it makes it taste better. These are 100x better than those baked chips. My brother tried them while he was visiting and liked them so much it was one of the things he asked I mail him while deployed. Only draw back to these chips, they are definitely not for dipping.",3/7/12
B001RVFDOO,5,Healthy and Delicious!,"Tried the BBQ Popchips for the first time and loved them so got the value pack to try more flavors. Loved them all except the salt and pepper chips which weren't that great. Good healthy snack without giving up the taste. So glad I discovered these! Salt and vinegar are my favorite! 100 cal/bag, 3.5g fat/bag",3/4/12
B001RVFDOO,5,Pop chips 6-flavor variety,The chips were delicious. I didn't care much for the vinegar flavored chip but the other flavors were great. Didn't have any guilt eating this healthier snack.,2/27/12
B001RVFDOO,5,The Best Snack Food!,I eat a bag of these every single day!  They are the best tasting good for you snack! Everyone should at least try them and you will be hooked.,2/14/12
